Time[s]	Tin [C]	Tout[C]	FM[L/s]
40500	36.769	30.715	0.301
40510	36.76	30.752	0.301
40520	36.753	30.758	0.301
40530	36.751	30.816	0.301
40540	36.746	30.826	0.301
40550	36.744	30.837	0.301
40560	36.741	30.85	0.301
40570	36.742	30.918	0.302
40580	36.745	30.822	0.301
40590	36.747	30.801	0.301
40600	36.752	30.859	0.301
40610	36.756	30.959	0.301
40620	36.761	30.967	0.301
40630	36.77	31.039	0.301
40640	36.778	31.108	0.301
40650	36.79	31.183	0.301
40660	36.803	31.225	0.301
40670	36.815	31.23	0.302
40680	36.827	31.26	0.301
40690	36.844	31.285	0.301
40700	36.86	31.346	0.301
40710	36.875	31.391	0.301
40720	36.891	31.413	0.301
40730	36.909	31.413	0.301
40740	36.924	31.455	0.301
40750	36.939	31.448	0.301
40760	36.956	31.45	0.301
40770	36.975	31.493	0.301
40780	36.993	31.546	0.302
40790	37.011	31.592	0.301
40800	37.03	31.643	0.301
40810	37.049	31.711	0.302
40820	37.069	31.678	0.301
40830	37.09	31.678	0.302
40840	37.111	31.699	0.301
40850	37.133	31.762	0.301
40860	37.154	31.774	0.301
40870	37.176	31.804	0.301
40880	37.194	31.865	0.301
40890	37.214	31.84	0.301
40900	37.23	31.871	0.301
40910	37.251	31.896	0.301
40920	37.265	31.943	0.301
40930	37.283	32.021	0.301
40940	37.301	32.03	0.301
40950	37.316	32.056	0.302
40960	37.328	32.002	0.301
40970	37.34	32.076	0.301
40980	37.354	32.099	0.302
40990	37.367	32.2	0.302
41000	37.374	32.192	0.302
41010	37.381	32.266	0.302
41020	37.391	32.236	0.301
41030	37.388	32.274	0.302
41040	37.388	32.26	0.301
41050	37.388	32.325	0.301
41060	37.388	32.357	0.302
41070	37.388	32.342	0.302
41080	37.391	32.415	0.302
41090	37.392	32.474	0.302
41100	37.394	32.432	0.302
41110	37.315	32.509	0.301
41120	37.229	32.554	0.302
41130	37.158	32.549	0.302
41140	37.089	32.562	0.301
41150	37.03	32.628	0.302
41160	36.976	32.643	0.302
41170	36.924	32.646	0.302
41180	36.878	32.707	0.302
41190	36.839	32.689	0.302
41200	36.797	32.725	0.302
41210	36.765	32.774	0.302
41220	36.735	32.726	0.302
41230	36.702	32.751	0.302
41240	36.672	32.791	0.302
41250	36.645	32.827	0.302
41260	36.619	32.87	0.302
41270	36.596	32.874	0.302
41280	36.578	32.829	0.302
41290	36.556	32.884	0.302
41300	36.536	32.937	0.301
41310	36.516	32.937	0.302
41320	36.495	32.985	0.301
41330	36.479	32.927	0.302
41340	36.461	32.967	0.302
41350	36.445	32.973	0.302
41360	36.425	32.96	0.302
41370	36.409	32.983	0.302
41380	36.389	32.988	0.302
41390	36.38	33.056	0.302
41400	36.373	33.054	0.302
41410	36.367	33.076	0.302
41420	36.365	33.071	0.302
41430	36.365	33.07	0.302
41440	36.456	33.088	0.302
41450	36.532	33.096	0.302
41460	36.603	33.071	0.302
41470	36.665	33.095	0.302
41480	36.72	33.122	0.302
41490	36.772	33.173	0.302
41500	36.818	33.188	0.302
41510	36.863	33.108	0.302
41520	36.903	33.161	0.302
41530	36.943	33.199	0.302
41540	36.978	33.204	0.302
41550	37.006	33.205	0.302
41560	37.03	33.222	0.302
41570	37.052	33.172	0.302
41580	37.07	33.218	0.302
41590	37.085	33.226	0.302
41600	37.099	33.256	0.302
41610	37.112	33.301	0.302
41620	37.121	33.333	0.302
41630	37.13	33.38	0.302
41640	37.14	33.405	0.302
41650	37.147	33.396	0.302
41660	37.154	33.421	0.302
41670	37.164	33.437	0.302
41680	37.176	33.474	0.302
41690	37.184	33.479	0.302
41700	37.196	33.459	0.302
41710	37.201	33.482	0.302
41720	37.202	33.503	0.302
41730	37.199	33.538	0.302
41740	37.196	33.531	0.302
41750	37.193	33.561	0.302
41760	37.189	33.584	0.302
41770	37.181	33.586	0.302
41780	37.179	33.577	0.302
41790	37.177	33.595	0.301
41800	37.174	33.648	0.301
41810	37.166	33.655	0.302
41820	37.164	33.645	0.302
41830	37.16	33.695	0.302
41840	37.16	33.711	0.301
41850	37.158	33.722	0.302
41860	37.153	33.717	0.301
41870	37.151	33.746	0.302
41880	37.148	33.75	0.301
41890	37.146	33.784	0.301
41900	37.146	33.789	0.301
41910	37.146	33.778	0.3
41920	37.146	33.789	0.3
41930	37.142	33.827	0.3
41940	37.14	33.806	0.301
41950	37.14	33.792	0.301
41960	37.14	33.803	0.301
41970	37.142	33.836	0.301
41980	37.141	33.858	0.301
41990	37.138	33.89	0.301
42000	37.135	33.871	0.301
42010	37.128	33.915	0.302
42020	37.12	33.948	0.301
42030	37.112	33.945	0.301
42040	37.102	33.941	0.301
42050	37.096	33.964	0.301
42060	37.089	33.972	0.302
42070	37.082	33.967	0.301
42080	37.074	34.013	0.302
42090	37.07	34.009	0.302
42100	37.065	34.043	0.301
42110	37.06	34.062	0.301
42120	37.06	34.083	0.302
42130	37.054	34.051	0.302
42140	37.051	34.041	0.302
42150	37.048	34.076	0.302
42160	37.049	34.094	0.302
42170	37.044	34.077	0.301
42180	37.044	34.097	0.302
42190	37.043	34.111	0.302
42200	37.04	34.12	0.302
42210	37.039	34.131	0.302
42220	37.044	34.125	0.303
42230	37.043	34.159	0.302
42240	37.046	34.121	0.303
42250	37.047	34.145	0.303
42260	37.05	34.171	0.303
42270	37.054	34.206	0.303
42280	37.058	34.223	0.304
42290	37.059	34.197	0.304
42300	37.066	34.175	0.303
42310	37.067	34.197	0.303
42320	37.07	34.232	0.303
42330	37.074	34.24	0.303
42340	37.074	34.224	0.303
42350	37.08	34.245	0.303
42360	37.081	34.26	0.303
42370	37.083	34.278	0.303
42380	37.086	34.28	0.303
42390	37.087	34.294	0.303
42400	37.089	34.339	0.302
42410	37.092	34.308	0.303
42420	37.097	34.34	0.302
42430	37.099	34.306	0.303
42440	37.103	34.333	0.302
42450	37.106	34.317	0.302
42460	37.109	34.332	0.303
42470	37.112	34.354	0.302
42480	37.115	34.368	0.303
42490	37.117	34.406	0.302
42500	37.119	34.386	0.302
42510	37.119	34.401	0.302
42520	37.122	34.419	0.302
42530	37.125	34.442	0.302
42540	37.129	34.449	0.302
42550	37.131	34.43	0.302
42560	37.133	34.434	0.302
42570	37.134	34.452	0.302
42580	37.137	34.461	0.302
42590	37.14	34.476	0.301
42600	37.141	34.465	0.302
42610	37.145	34.484	0.302
42620	37.145	34.475	0.302
42630	37.147	34.495	0.302
42640	37.147	34.495	0.302
42650	37.142	34.504	0.302
42660	37.136	34.509	0.302
42670	37.128	34.517	0.301
42680	37.118	34.534	0.302
42690	37.109	34.543	0.301
42700	37.101	34.517	0.302
42710	37.091	34.55	0.302
42720	37.086	34.588	0.302
42730	37.077	34.589	0.302
42740	37.071	34.601	0.302
42750	37.067	34.567	0.302
42760	37.061	34.545	0.302
42770	37.056	34.569	0.302
42780	37.049	34.604	0.302
42790	37.044	34.571	0.302
42800	37.037	34.568	0.302
42810	37.035	34.607	0.302
42820	37.031	34.636	0.302
42830	37.031	34.659	0.302
42840	37.027	34.622	0.302
42850	37.02	34.614	0.302
42860	37.017	34.652	0.302
42870	37.014	34.649	0.301
42880	37.013	34.664	0.301
42890	37.011	34.679	0.301
42900	37.01	34.671	0.301
42910	37.006	34.68	0.301
42920	37.005	34.683	0.301
42930	37.002	34.664	0.301
42940	36.999	34.645	0.301
42950	36.995	34.642	0.301
42960	36.992	34.722	0.302
42970	36.989	34.672	0.301
42980	36.984	34.651	0.301
42990	36.982	34.669	0.301
43000	36.98	34.736	0.301
43010	36.976	34.687	0.301
43020	36.977	34.742	0.301
43030	36.971	34.732	0.301
43040	36.972	34.745	0.301
43050	36.965	34.747	0.301
43060	36.964	34.729	0.302
43070	36.961	34.775	0.301
43080	36.958	34.773	0.301
43090	36.954	34.765	0.302
43100	36.951	34.774	0.301
43110	36.947	34.801	0.301
43120	36.941	34.777	0.302
43130	36.937	34.74	0.301
43140	36.932	34.776	0.301
43150	36.929	34.785	0.301
43160	36.926	34.79	0.301
43170	36.921	34.761	0.301
43180	36.915	34.787	0.301
43190	36.912	34.836	0.301
43200	36.907	34.811	0.301
