Time[s]	Tin [C]	Tout[C]	FM[L/s]
9390	37.366	36.76	0.302
9400	37.373	36.778	0.302
9410	37.375	36.774	0.302
9420	37.377	36.781	0.301
9430	37.38	36.781	0.302
9440	37.385	36.782	0.301
9450	37.389	36.792	0.302
9460	37.392	36.803	0.302
9470	37.394	36.796	0.302
9480	37.397	36.812	0.302
9490	37.405	36.812	0.302
9500	37.409	36.822	0.302
9510	37.411	36.816	0.302
9520	37.414	36.822	0.302
9530	37.413	36.823	0.302
9540	37.317	36.837	0.302
9550	37.235	36.829	0.302
9560	37.171	36.846	0.302
9570	37.108	36.846	0.302
9580	37.05	36.84	0.302
9590	36.996	36.845	0.302
9600	36.946	36.856	0.302
9610	36.907	36.859	0.302
9620	36.868	36.858	0.302
9630	36.833	36.856	0.302
9640	36.799	36.855	0.302
9650	36.771	36.858	0.301
9660	36.743	36.859	0.302
9670	36.718	36.86	0.302
9680	36.696	36.856	0.302
9690	36.676	36.852	0.302
9700	36.66	36.853	0.302
9710	36.642	36.852	0.302
9720	36.627	36.848	0.302
9730	36.609	36.852	0.302
9740	36.594	36.846	0.302
9750	36.587	36.85	0.302
9760	36.574	36.849	0.302
9770	36.564	36.841	0.302
9780	36.555	36.839	0.302
9790	36.546	36.835	0.302
9800	36.533	36.829	0.302
9810	36.529	36.826	0.302
9820	36.519	36.816	0.302
9830	36.516	36.807	0.302
9840	36.512	36.802	0.302
9850	36.504	36.8	0.302
9860	36.501	36.792	0.294
9870	36.491	36.785	0.293
9880	36.353	36.785	0.294
9890	36.472	36.771	0.295
9900	36.642	36.761	0.296
9910	36.711	36.767	0.296
9920	36.81	36.765	0.296
9930	36.9	36.756	0.297
9940	36.987	36.753	0.297
9950	37.071	36.754	0.297
9960	37.144	36.754	0.298
9970	37.214	36.759	0.298
9980	37.284	36.756	0.298
9990	37.346	36.759	0.298
10000	37.404	36.756	0.299
10010	37.457	36.761	0.299
10020	37.508	36.765	0.299
10030	37.552	36.767	0.299
10040	37.597	36.77	0.299
10050	37.636	36.753	0.3
10060	37.674	36.767	0.3
10070	37.708	36.769	0.299
10080	37.64	36.767	0.3
10090	37.569	36.773	0.3
10100	37.533	36.79	0.3
10110	37.481	36.795	0.3
10120	37.443	36.79	0.3
10130	37.41	36.789	0.3
10140	37.377	36.81	0.3
10150	37.347	36.826	0.3
10160	37.32	36.822	0.3
10170	37.294	36.832	0.301
10180	37.274	36.837	0.301
10190	37.255	36.838	0.301
10200	37.24	36.848	0.301
10210	37.224	36.835	0.301
10220	37.208	36.835	0.301
10230	37.194	36.843	0.301
10240	37.181	36.853	0.301
10250	37.173	36.859	0.301
10260	37.162	36.868	0.301
10270	37.149	36.871	0.301
10280	37.144	36.875	0.301
10290	37.137	36.871	0.302
10300	37.133	36.876	0.301
10310	37.127	36.885	0.301
10320	37.124	36.886	0.301
10330	37.119	36.89	0.301
10340	37.114	36.888	0.301
10350	37.11	36.892	0.301
10360	37.107	36.892	0.301
10370	37.101	36.896	0.302
10380	37.097	36.895	0.301
10390	37.097	36.898	0.301
10400	37.095	36.896	0.301
10410	37.097	36.896	0.301
10420	37.095	36.897	0.302
10430	37.091	36.893	0.302
10440	37.091	36.9	0.302
10450	37.087	36.894	0.302
10460	37.087	36.903	0.302
10470	37.089	36.898	0.302
10480	37.085	36.899	0.302
10490	37.086	36.904	0.302
10500	37.088	36.904	0.302
10510	37.09	36.9	0.302
10520	37.089	36.901	0.302
10530	37.087	36.901	0.302
10540	37.089	36.904	0.302
10550	37.086	36.905	0.302
10560	37.089	36.904	0.302
10570	37.088	36.906	0.302
10580	37.089	36.905	0.302
10590	37.09	36.905	0.302
10600	37.091	36.905	0.302
10610	37.092	36.902	0.302
10620	37.089	36.903	0.302
10630	37.089	36.903	0.301
10640	37.086	36.9	0.302
10650	37.086	36.905	0.302
10660	37.085	36.909	0.302
10670	37.083	36.907	0.302
10680	36.969	36.907	0.301
10690	36.871	36.906	0.301
10700	36.801	36.907	0.301
10710	36.727	36.9	0.302
10720	36.667	36.898	0.302
10730	36.606	36.897	0.302
10740	36.554	36.892	0.302
10750	36.508	36.886	0.302
10760	36.464	36.885	0.301
10770	36.425	36.884	0.302
10780	36.388	36.875	0.301
10790	36.353	36.874	0.301
10800	36.321	36.869	0.301
10810	36.294	36.861	0.302
10820	36.266	36.857	0.301
10830	36.243	36.849	0.301
10840	36.222	36.842	0.301
10850	36.199	36.825	0.302
10860	36.211	36.814	0.302
10870	36.234	36.826	0.302
10880	36.239	36.822	0.302
10890	36.249	36.807	0.301
10900	36.259	36.8	0.302
10910	36.286	36.792	0.302
10920	36.423	36.789	0.301
10930	36.504	36.78	0.302
10940	36.58	36.761	0.302
10950	36.655	36.751	0.301
10960	36.719	36.749	0.302
10970	36.779	36.745	0.301
10980	36.833	36.743	0.302
10990	36.885	36.742	0.301
11000	36.929	36.733	0.302
11010	36.968	36.727	0.302
11020	37.005	36.719	0.302
11030	37.041	36.721	0.301
11040	37.064	36.726	0.302
11050	37.091	36.728	0.302
11060	37.114	36.726	0.301
11070	37.132	36.724	0.302
11080	37.148	36.727	0.301
11090	37.165	36.729	0.302
11100	37.183	36.729	0.302
11110	37.201	36.718	0.301
11120	37.215	36.717	0.301
11130	37.228	36.724	0.302
11140	37.242	36.732	0.301
11150	37.25	36.73	0.302
11160	37.256	36.737	0.302
11170	37.267	36.744	0.301
11180	37.277	36.743	0.301
11190	37.283	36.748	0.301
11200	37.292	36.754	0.301
11210	37.3	36.767	0.302
11220	37.307	36.76	0.301
11230	37.312	36.761	0.302
11240	37.315	36.777	0.301
11250	37.32	36.773	0.302
11260	37.323	36.788	0.301
11270	37.331	36.795	0.302
11280	37.335	36.788	0.301
11290	37.338	36.792	0.301
11300	37.342	36.804	0.301
11310	37.35	36.799	0.301
11320	37.355	36.801	0.302
11330	37.357	36.802	0.302
11340	37.36	36.821	0.301
11350	37.361	36.822	0.302
11360	37.367	36.822	0.301
11370	37.369	36.833	0.301
11380	37.373	36.829	0.301
11390	37.332	36.83	0.301
11400	37.31	36.83	0.301
11410	37.289	36.841	0.302
11420	37.267	36.845	0.301
11430	37.247	36.848	0.302
11440	37.233	36.851	0.302
11450	37.215	36.855	0.301
11460	37.196	36.861	0.301
11470	37.186	36.872	0.302
11480	37.171	36.878	0.301
11490	37.162	36.882	0.302
11500	37.148	36.884	0.302
11510	37.141	36.882	0.301
11520	37.128	36.887	0.302
11530	37.121	36.883	0.302
11540	37.115	36.889	0.301
11550	37.106	36.892	0.302
11560	37.097	36.896	0.302
11570	37.091	36.897	0.301
11580	37.087	36.902	0.302
11590	37.082	36.897	0.302
11600	37.079	36.89	0.301
11610	37.076	36.899	0.301
11620	37.075	36.895	0.302
11630	37.074	36.898	0.302
11640	37.069	36.898	0.302
11650	37.068	36.905	0.302
11660	37.065	36.903	0.301
11670	37.062	36.899	0.301
11680	37.059	36.905	0.301
11690	37.062	36.904	0.302
11700	37.06	36.908	0.302
11710	37.058	36.906	0.302
11720	37.056	36.911	0.301
11730	37.052	36.909	0.302
11740	37.046	36.907	0.301
11750	37.041	36.905	0.302
11760	37.029	36.906	0.302
11770	37.025	36.907	0.302
11780	37.017	36.911	0.301
11790	37.01	36.909	0.302
11800	37.002	36.907	0.302
11810	36.999	36.907	0.301
11820	36.991	36.903	0.301
11830	36.986	36.9	0.301
11840	36.98	36.908	0.301
11850	36.974	36.902	0.301
11860	36.972	36.901	0.302
11870	36.967	36.902	0.302
11880	36.965	36.901	0.301
11890	36.96	36.901	0.302
11900	36.962	36.901	0.302
11910	36.959	36.902	0.302
11920	36.956	36.897	0.301
11930	36.958	36.897	0.301
11940	36.956	36.893	0.301
11950	36.954	36.889	0.301
11960	36.954	36.892	0.302
11970	36.953	36.893	0.301
11980	36.954	36.892	0.302
11990	36.95	36.889	0.302
12000	36.951	36.885	0.301
12010	36.952	36.885	0.302
12020	36.95	36.886	0.301
12030	36.951	36.884	0.302
12040	36.949	36.884	0.302
12050	36.95	36.886	0.301
12060	36.947	36.882	0.302
12070	36.949	36.878	0.301
12080	36.948	36.878	0.302
12090	36.947	36.88	0.301
12100	36.951	36.879	0.302
12110	36.949	36.875	0.302
12120	36.947	36.877	0.302
12130	36.946	36.876	0.301
12140	36.947	36.875	0.302
12150	36.946	36.874	0.302
12160	36.943	36.874	0.301
12170	36.944	36.872	0.301
12180	36.945	36.869	0.302
12190	36.943	36.87	0.302
12200	36.943	36.868	0.302
12210	36.944	36.867	0.302
12220	36.944	36.863	0.301
12230	36.947	36.862	0.301
12240	36.95	36.865	0.302
12250	36.947	36.865	0.302
12260	36.947	36.865	0.302
12270	36.949	36.865	0.302
12280	36.949	36.859	0.302
12290	36.947	36.858	0.302
12300	36.949	36.861	0.302
12310	36.948	36.858	0.302
12320	36.949	36.855	0.302
12330	36.949	36.856	0.302
12340	36.954	36.853	0.302
12350	36.953	36.856	0.301
12360	36.955	36.853	0.302
12370	36.958	36.854	0.302
12380	36.957	36.853	0.301
12390	36.959	36.854	0.302
12400	36.962	36.852	0.301
12410	36.96	36.85	0.302
12420	36.959	36.855	0.302
12430	36.961	36.852	0.302
12440	36.962	36.85	0.302
12450	36.963	36.85	0.302
12460	36.964	36.852	0.302
12470	36.965	36.851	0.302
12480	36.967	36.849	0.302
12490	36.965	36.851	0.302
12500	36.968	36.849	0.302
12510	36.97	36.848	0.302
12520	36.969	36.846	0.302
12530	36.97	36.846	0.302
12540	36.97	36.848	0.302
12550	36.969	36.845	0.302
12560	36.968	36.845	0.301
12570	36.965	36.845	0.302
12580	36.965	36.841	0.302
12590	36.963	36.837	0.301
12600	36.966	36.843	0.302
12610	36.967	36.842	0.302
12620	36.968	36.842	0.302
12630	36.968	36.838	0.302
12640	36.968	36.841	0.302
12650	36.966	36.84	0.301
12660	36.97	36.841	0.302
12670	36.965	36.843	0.302
12680	36.967	36.841	0.302
12690	36.966	36.842	0.302
12700	36.966	36.84	0.302
12710	36.967	36.844	0.302
12720	36.965	36.842	0.302
12730	36.968	36.84	0.302
12740	36.967	36.838	0.302
12750	36.967	36.838	0.302
12760	36.972	36.84	0.302
12770	36.969	36.84	0.302
12780	36.971	36.841	0.302
12790	36.973	36.838	0.302
12800	36.97	36.835	0.302
12810	36.972	36.839	0.301
12820	36.974	36.841	0.302
12830	36.976	36.841	0.302
12840	36.977	36.838	0.302
12850	36.976	36.84	0.302
12860	36.977	36.838	0.302
12870	36.976	36.84	0.302
12880	36.976	36.835	0.302
12890	36.974	36.834	0.302
12900	36.977	36.841	0.302
12910	36.979	36.841	0.302
12920	36.979	36.838	0.302
12930	36.977	36.84	0.302
12940	36.979	36.84	0.301
12950	36.978	36.841	0.302
12960	36.982	36.84	0.302
12970	36.977	36.837	0.302
12980	36.978	36.839	0.302
12990	36.979	36.836	0.302
13000	36.979	36.836	0.302
13010	36.98	36.839	0.302
13020	36.979	36.84	0.302
13030	36.979	36.838	0.302
13040	36.979	36.838	0.302
13050	36.981	36.841	0.302
13060	36.981	36.839	0.302
13070	36.98	36.837	0.302
13080	36.981	36.842	0.302
13090	36.983	36.844	0.302
13100	36.981	36.84	0.302
13110	36.98	36.841	0.302
13120	36.981	36.832	0.302
13130	36.983	36.838	0.302
13140	36.979	36.841	0.302
13150	36.982	36.838	0.302
13160	36.978	36.839	0.302
13170	36.979	36.838	0.301
13180	36.978	36.838	0.302
13190	36.977	36.837	0.302
13200	36.979	36.842	0.302
13210	36.98	36.84	0.302
13220	36.978	36.84	0.302
13230	36.982	36.839	0.302
13240	36.98	36.838	0.302
13250	36.982	36.836	0.302
13260	36.981	36.84	0.302
13270	36.98	36.841	0.302
13280	36.979	36.843	0.302
13290	36.98	36.842	0.302
13300	36.981	36.838	0.302
13310	36.985	36.842	0.302
13320	36.984	36.841	0.302
13330	36.989	36.842	0.302
13340	36.991	36.841	0.302
13350	36.991	36.844	0.302
13360	36.99	36.839	0.302
13370	36.992	36.845	0.302
13380	36.994	36.84	0.302
13390	36.991	36.842	0.302
13400	36.993	36.839	0.302
13410	36.99	36.84	0.302
13420	36.989	36.84	0.302
13430	36.99	36.842	0.302
13440	36.985	36.844	0.302
13450	36.986	36.842	0.302
13460	36.987	36.843	0.302
13470	36.989	36.845	0.302
13480	36.989	36.843	0.302
13490	36.99	36.845	0.302
13500	36.992	36.838	0.302
13510	36.991	36.838	0.302
13520	36.991	36.845	0.302
13530	36.992	36.844	0.302
13540	36.989	36.843	0.302
13550	36.993	36.845	0.302
13560	36.993	36.845	0.302
13570	36.991	36.844	0.302
13580	36.992	36.847	0.302
13590	36.992	36.843	0.302
13600	36.991	36.841	0.302
13610	36.991	36.839	0.302
13620	36.99	36.842	0.302
13630	36.992	36.841	0.302
13640	36.991	36.846	0.302
13650	36.993	36.844	0.302
13660	36.989	36.843	0.302
13670	36.992	36.844	0.302
13680	36.99	36.846	0.302
13690	36.99	36.844	0.302
13700	36.991	36.845	0.302
13710	36.993	36.845	0.302
13720	36.99	36.844	0.302
13730	36.99	36.845	0.301
13740	36.991	36.845	0.302
13750	36.987	36.844	0.302
13760	36.987	36.842	0.301
13770	36.989	36.845	0.301
13780	36.991	36.844	0.302
13790	36.991	36.847	0.301
13800	36.988	36.847	0.302
13810	36.989	36.848	0.302
13820	36.992	36.851	0.302
13830	36.992	36.848	0.301
13840	36.995	36.846	0.301
13850	36.995	36.847	0.302
13860	36.998	36.847	0.302
13870	36.998	36.85	0.302
13880	37.001	36.848	0.302
13890	36.997	36.85	0.302
13900	36.999	36.85	0.302
13910	37.001	36.846	0.302
13920	37.004	36.848	0.302
13930	37.007	36.845	0.301
13940	37.008	36.848	0.302
13950	37.013	36.845	0.302
13960	37.015	36.847	0.302
13970	37.018	36.846	0.302
13980	37.019	36.848	0.302
13990	37.019	36.85	0.302
14000	37.02	36.853	0.302
14010	37.018	36.851	0.302
14020	37.016	36.852	0.302
14030	37.013	36.852	0.302
14040	37.011	36.849	0.302
14050	37.011	36.851	0.301
14060	37.01	36.85	0.302
14070	37.012	36.855	0.302
14080	37.015	36.852	0.302
14090	37.017	36.848	0.302
14100	37.021	36.849	0.302
14110	37.019	36.856	0.302
14120	37.017	36.854	0.302
14130	37.017	36.852	0.302
14140	37.019	36.856	0.302
14150	37.022	36.855	0.302
14160	37.02	36.857	0.302
14170	37.018	36.857	0.302
14180	37.021	36.859	0.302
14190	37.022	36.859	0.302
14200	37.025	36.853	0.302
14210	37.023	36.857	0.302
14220	37.023	36.858	0.302
14230	37.022	36.857	0.302
14240	37.026	36.857	0.302
14250	37.026	36.856	0.302
14260	37.024	36.859	0.302
14270	37.025	36.86	0.302
14280	37.025	36.857	0.302
14290	37.025	36.86	0.302
14300	37.027	36.859	0.302
14310	37.028	36.862	0.301
14320	37.028	36.858	0.302
14330	37.024	36.858	0.301
14340	37.025	36.863	0.302
14350	37.022	36.86	0.302
14360	37.022	36.867	0.302
14370	37.023	36.864	0.302
14380	37.024	36.863	0.301
14390	37.024	36.866	0.301
14400	37.025	36.86	0.302
14410	37.023	36.866	0.302
14420	36.865	36.867	0.3
14430	35.107	36.865	0.299
14440	31.407	36.863	0.298
14450	26.515	36.855	0.299
14460	22.436	36.844	0.301
14470	21.307	36.853	0.301
14480	21.173	36.832	0.301
14490	20.241	36.819	0.302
14500	19.621	36.813	0.301
14510	19.177	36.807	0.301
14520	18.773	36.808	0.301
14530	18.47	36.788	0.301
14540	18.233	36.757	0.301
14550	18.016	36.733	0.301
14560	17.819	36.647	0.301
14570	17.691	36.63	0.301
14580	17.599	36.502	0.301
14590	17.481	36.267	0.301
14600	17.387	36.337	0.301
14610	17.299	36.37	0.301
14620	17.211	36.253	0.301
14630	17.142	36.042	0.3
14640	17.111	35.74	0.301
14650	17.054	35.416	0.301
14660	17.004	35.557	0.301
14670	16.949	35.226	0.301
14680	16.893	34.818	0.301
14690	16.829	34.856	0.301
14700	16.793	34.69	0.301
14710	16.852	34.573	0.301
14720	16.852	34.239	0.301
14730	16.861	33.82	0.301
14740	16.839	33.699	0.301
14750	16.821	33.651	0.301
14760	16.789	33.509	0.301
14770	16.754	32.982	0.301
14780	16.709	32.838	0.301
14790	16.718	32.494	0.301
14800	16.722	32.587	0.301
14810	16.711	32.292	0.301
14820	16.685	32.083	0.301
14830	16.649	31.671	0.301
14840	16.615	31.502	0.301
14850	16.572	31.437	0.301
14860	16.57	31.205	0.301
14870	16.617	31.252	0.301
14880	16.624	30.685	0.301
14890	16.619	30.367	0.301
14900	16.595	30.334	0.301
14910	16.576	30.083	0.301
14920	16.54	29.83	0.301
14930	16.524	29.839	0.301
14940	16.59	29.613	0.301
14950	16.599	29.508	0.301
14960	16.598	29.383	0.301
14970	16.581	29.496	0.301
14980	16.569	29.343	0.301
14990	16.536	29.053	0.301
15000	16.499	28.967	0.301
15010	16.56	28.976	0.3
15020	16.59	28.778	0.301
15030	16.596	28.724	0.301
15040	16.597	28.514	0.301
15050	16.576	28.415	0.3
15060	16.561	28.291	0.301
15070	16.534	28.094	0.301
15080	16.493	27.809	0.301
15090	16.5	27.659	0.3
15100	16.554	27.552	0.3
15110	16.559	27.469	0.3
15120	16.568	27.338	0.3
15130	16.561	27.282	0.3
15140	16.547	27.189	0.3
15150	16.517	27.08	0.3
15160	16.501	26.833	0.3
15170	16.475	26.696	0.3
15180	16.529	26.636	0.3
15190	16.552	26.746	0.3
15200	16.563	26.695	0.303
15210	16.569	26.484	0.297
15220	16.566	26.286	0.3
15230	16.554	26.268	0.3
15240	16.536	26.188	0.3
15250	16.513	25.968	0.302
15260	16.515	25.949	0.297
15270	16.574	25.925	0.302
15280	16.587	25.771	0.297
15290	16.599	25.662	0.299
15300	16.599	25.603	0.303
15310	16.594	25.493	0.297
15320	16.583	25.451	0.302
15330	16.569	25.439	0.3
15340	16.55	25.308	0.299
15350	16.531	25.298	0.299
15360	16.57	25.248	0.297
15370	16.597	25.03	0.302
15380	16.613	25.052	0.299
15390	16.619	24.927	0.299
15400	16.619	24.792	0.299
15410	16.614	24.751	0.299
15420	16.605	24.704	0.299
15430	16.591	24.651	0.299
15440	16.573	24.601	0.299
15450	16.566	24.547	0.299
15460	16.62	24.493	0.299
15470	16.633	24.465	0.299
15480	16.645	24.403	0.299
15490	16.648	24.332	0.299
15500	16.65	24.223	0.299
15510	16.642	24.159	0.299
15520	16.633	24.142	0.299
15530	16.621	24.099	0.299
15540	16.611	23.997	0.299
15550	16.602	23.938	0.299
15560	16.597	23.914	0.299
15570	16.622	23.825	0.299
15580	16.692	23.715	0.299
15590	16.73	23.724	0.3
15600	16.771	23.735	0.299
15610	16.809	23.765	0.299
15620	16.847	23.631	0.299
15630	16.883	23.663	0.299
15640	16.918	23.666	0.299
15650	16.95	23.528	0.299
15660	16.981	23.499	0.299
15670	17.009	23.42	0.299
15680	17.04	23.349	0.299
15690	17.068	23.36	0.299
15700	17.097	23.351	0.299
15710	17.125	23.386	0.299
15720	17.15	23.18	0.299
15730	17.174	23.256	0.299
15740	17.203	23.335	0.299
15750	17.229	23.22	0.299
15760	17.257	23.095	0.299
15770	17.28	23.044	0.299
15780	17.306	23.018	0.299
15790	17.331	23.001	0.299
15800	17.349	23.041	0.299
15810	17.37	23.051	0.299
15820	17.388	22.96	0.299
15830	17.402	22.814	0.299
15840	17.416	22.872	0.299
15850	17.43	22.867	0.299
15860	17.441	22.93	0.299
15870	17.452	22.909	0.299
15880	17.465	22.867	0.299
15890	17.475	22.899	0.299
15900	17.488	22.809	0.299
15910	17.5	22.781	0.299
15920	17.51	22.678	0.299
15930	17.518	22.745	0.3
15940	17.529	22.71	0.299
15950	17.539	22.645	0.299
15960	17.547	22.627	0.299
15970	17.536	22.596	0.299
15980	17.525	22.558	0.299
15990	17.519	22.499	0.299
16000	17.513	22.571	0.299
16010	17.506	22.42	0.299
16020	17.499	22.448	0.3
16030	17.493	22.43	0.299
16040	17.485	22.424	0.299
16050	17.442	22.292	0.299
16060	17.381	22.342	0.299
16070	17.346	22.318	0.299
16080	17.312	22.283	0.299
16090	17.28	22.267	0.299
16100	17.251	22.231	0.299
16110	17.227	22.246	0.299
16120	17.204	22.391	0.299
16130	17.184	22.354	0.299
16140	17.165	22.237	0.3
16150	17.15	22.201	0.299
16160	17.135	22.187	0.299
16170	17.124	22.17	0.299
16180	17.115	22.183	0.299
16190	17.106	22.132	0.299
16200	17.099	22.079	0.299
16210	17.096	22.077	0.299
16220	17.094	22.115	0.299
16230	17.09	22.092	0.299
16240	17.089	21.96	0.299
16250	17.087	21.91	0.299
16260	17.084	21.859	0.299
16270	17.081	21.857	0.299
16280	17.079	21.77	0.299
16290	17.082	21.825	0.299
16300	17.076	21.829	0.299
16310	17.077	21.922	0.299
16320	17.073	21.868	0.299
16330	17.067	21.793	0.299
16340	17.066	21.72	0.299
16350	17.06	21.647	0.299
16360	17.057	21.692	0.299
16370	17.053	21.639	0.299
16380	17.048	21.76	0.299
16390	17.044	21.699	0.299
16400	17.041	21.7	0.299
16410	17.037	21.605	0.299
16420	17.037	21.667	0.299
16430	17.034	21.666	0.299
16440	17.033	21.788	0.299
16450	17.035	21.657	0.299
16460	17.036	21.632	0.299
16470	17.037	21.556	0.299
16480	17.037	21.487	0.299
16490	17.04	21.447	0.299
16500	17.044	21.468	0.299
16510	17.046	21.54	0.299
16520	17.05	21.59	0.299
16530	17.053	21.659	0.299
16540	17.055	21.674	0.299
16550	17.056	21.527	0.299
16560	17.055	21.606	0.299
16570	17.056	21.485	0.299
16580	17.058	21.451	0.299
16590	17.058	21.454	0.299
16600	17.056	21.491	0.299
16610	17.058	21.433	0.299
16620	17.057	21.296	0.299
16630	17.058	21.254	0.299
16640	17.058	21.398	0.299
16650	17.054	21.36	0.299
16660	17.05	21.224	0.299
16670	17.052	21.218	0.299
16680	17.047	21.31	0.299
16690	17.045	21.434	0.299
16700	17.043	21.462	0.299
16710	17.038	21.333	0.299
16720	17.038	21.262	0.299
16730	17.037	21.238	0.299
16740	17.035	21.189	0.299
16750	17.035	21.232	0.299
16760	17.029	21.142	0.299
16770	17.028	21.129	0.299
16780	17.026	21.065	0.299
16790	17.024	21.089	0.299
16800	17.025	21.112	0.299
16810	17.022	21.282	0.299
16820	17.025	21.408	0.299
16830	17.022	21.344	0.299
16840	17.019	21.332	0.299
16850	17.017	21.053	0.299
16860	17.016	21.091	0.299
16870	17.014	21.221	0.299
16880	17.012	21.171	0.299
16890	17.011	21.057	0.299
16900	17.013	20.977	0.299
16910	17.017	21.08	0.299
16920	17.021	21.045	0.299
16930	17.028	21.065	0.299
16940	17.033	21.122	0.299
16950	17.041	21.086	0.299
16960	17.027	20.962	0.299
16970	16.969	20.942	0.299
16980	16.943	21.017	0.299
16990	16.913	21.07	0.299
17000	16.889	20.973	0.299
17010	16.868	20.99	0.299
17020	16.849	21.093	0.299
17030	16.834	20.971	0.3
17040	16.819	21.015	0.299
17050	16.806	20.877	0.299
17060	16.797	20.97	0.299
17070	16.788	20.965	0.3
17080	16.783	20.974	0.299
17090	16.775	20.846	0.3
17100	16.77	20.835	0.3
17110	16.766	20.895	0.3
17120	16.76	20.903	0.299
17130	16.756	20.844	0.3
17140	16.752	20.83	0.299
17150	16.748	20.834	0.3
17160	16.749	20.805	0.299
17170	16.746	20.79	0.299
17180	16.747	20.769	0.299
17190	16.748	20.899	0.3
17200	16.747	20.793	0.299
17210	16.745	20.813	0.299
17220	16.744	20.617	0.299
17230	16.741	20.754	0.299
17240	16.74	20.768	0.299
17250	16.738	20.623	0.299
17260	16.736	20.575	0.299
17270	16.732	20.577	0.299
17280	16.733	20.533	0.299
17290	16.728	20.609	0.299
17300	16.727	20.54	0.299
17310	16.722	20.518	0.3
17320	16.72	20.505	0.299
17330	16.715	20.603	0.299
17340	16.713	20.615	0.3
17350	16.709	20.499	0.3
17360	16.709	20.52	0.3
17370	16.703	20.593	0.3
17380	16.7	20.507	0.299
17390	16.695	20.512	0.299
17400	16.691	20.648	0.3
17410	16.687	20.558	0.299
17420	16.685	20.493	0.299
17430	16.683	20.59	0.299
17440	16.676	20.512	0.3
17450	16.675	20.489	0.299
17460	16.672	20.401	0.299
17470	16.671	20.528	0.299
17480	16.665	20.57	0.299
17490	16.661	20.596	0.3
17500	16.655	20.622	0.299
17510	16.656	20.553	0.299
17520	16.665	20.578	0.3
17530	16.689	20.623	0.299
17540	16.7	20.637	0.3
17550	16.712	20.506	0.299
17560	16.728	20.486	0.3
17570	16.743	20.618	0.299
17580	16.758	20.516	0.3
17590	16.775	20.552	0.299
17600	16.79	20.494	0.299
17610	16.806	20.43	0.3
17620	16.821	20.452	0.299
17630	16.835	20.439	0.299
17640	16.85	20.385	0.3
17650	16.864	20.434	0.299
17660	16.876	20.43	0.299
17670	16.887	20.366	0.299
17680	16.9	20.428	0.299
17690	16.908	20.426	0.3
17700	16.919	20.381	0.299
17710	16.93	20.412	0.299
17720	16.935	20.39	0.299
17730	16.943	20.354	0.3
17740	16.951	20.336	0.299
17750	16.957	20.456	0.299
17760	16.964	20.421	0.3
17770	16.968	20.326	0.3
17780	16.973	20.339	0.299
17790	16.976	20.39	0.299
17800	16.978	20.352	0.3
17810	16.98	20.33	0.299
17820	16.982	20.326	0.299
17830	16.987	20.373	0.3
17840	16.988	20.357	0.3
17850	16.987	20.298	0.3
17860	16.988	20.294	0.299
17870	16.993	20.273	0.3
17880	16.993	20.269	0.3
17890	16.994	20.286	0.299
17900	16.995	20.322	0.299
17910	16.992	20.345	0.3
17920	16.993	20.295	0.3
17930	16.993	20.282	0.299
17940	16.99	20.318	0.3
17950	16.989	20.385	0.3
17960	16.989	20.296	0.299
17970	16.987	20.343	0.3
17980	16.983	20.228	0.3
17990	16.981	20.317	0.3
18000	16.98	20.343	0.3
18010	16.979	20.256	0.3
18020	17.073	20.179	0.3
18030	17.67	20.233	0.3
18040	18.226	20.245	0.3
18050	18.852	20.336	0.3
18060	19.451	20.317	0.3
18070	20.165	20.269	0.3
18080	21.083	20.2	0.3
18090	22.242	20.199	0.3
18100	23.508	20.217	0.3
18110	24.708	20.2	0.3
18120	25.802	20.252	0.3
18130	26.869	20.337	0.3
18140	27.883	20.299	0.299
18150	28.856	20.363	0.299
18160	29.77	20.397	0.299
18170	30.636	20.593	0.3
18180	31.443	20.604	0.299
18190	32.203	20.68	0.299
18200	32.918	20.842	0.299
18210	33.575	20.958	0.3
18220	34.17	21.206	0.299
18230	34.68	21.393	0.3
18240	35.084	21.682	0.3
18250	35.453	21.922	0.3
18260	35.757	22.044	0.3
18270	36.022	22.436	0.3
18280	36.269	22.589	0.301
18290	36.509	22.772	0.3
18300	36.698	23.075	0.301
18310	36.872	23.304	0.3
18320	37.033	23.502	0.301
18330	37.176	23.682	0.301
18340	37.301	23.934	0.3
18350	37.417	24.183	0.301
18360	37.518	24.463	0.301
18370	37.596	24.621	0.302
18380	37.677	24.722	0.301
18390	37.74	24.952	0.301
18400	37.786	25.212	0.302
18410	37.838	25.437	0.302
18420	37.881	25.605	0.302
18430	37.913	25.772	0.301
18440	37.957	26.024	0.301
18450	37.983	26.163	0.301
18460	38.005	26.288	0.301
18470	38.027	26.434	0.301
18480	38.044	26.512	0.301
18490	38.004	26.744	0.301
18500	37.986	26.894	0.301
18510	37.964	27.097	0.301
18520	37.944	27.188	0.302
18530	37.927	27.377	0.301
18540	37.868	27.462	0.301
18550	37.761	27.63	0.301
18560	37.696	27.81	0.301
18570	37.627	27.954	0.301
18580	37.567	28.038	0.301
18590	37.514	28.211	0.301
18600	37.46	28.34	0.301
18610	37.416	28.43	0.301
18620	37.374	28.579	0.301
18630	37.343	28.764	0.301
18640	37.31	28.862	0.301
18650	37.281	28.903	0.301
18660	37.263	28.999	0.301
18670	37.241	29.154	0.301
18680	37.221	29.258	0.301
18690	37.21	29.366	0.301
